district,pct_white_nh,pct_black,pct_hispanic,pct_asian,pct_other,pct_college,pct_white_nh_college,pct_white_nh_non_college,pct_nonwhite_college,pct_nonwhite_non_college,pct_under_30,pct_30_44,pct_45_64,pct_65_plus,median_age,median_income,total_population,source
PA-03,31.51,52.0,5.77,6.0,4.72,42.62,24.25,10.35,18.37,47.03,27.11,29.51,25.53,17.84,34.3,62278.0,759251.0,ACS_2023_5yr
PA-04,76.15,8.0,6.2,5.77,3.88,48.55,39.41,40.07,9.14,11.38,17.25,24.19,34.41,24.15,42.0,108583.0,768425.0,ACS_2023_5yr
PA-05,58.58,24.22,6.24,6.64,4.32,41.88,30.45,32.51,11.44,25.6,20.53,26.04,32.12,21.31,38.5,86098.0,762831.0,ACS_2023_5yr
PA-06,69.62,4.91,16.61,4.93,3.93,48.1,39.29,35.53,8.8,16.38,19.36,24.56,34.26,21.82,39.7,103651.0,771480.0,ACS_2023_5yr
PA-07,68.35,5.29,19.99,3.0,3.36,31.99,25.38,48.66,6.61,19.35,19.21,23.68,33.23,23.87,41.2,80362.0,770006.0,ACS_2023_5yr
PA-08,74.11,5.94,14.18,1.93,3.84,27.05,22.65,56.6,4.4,16.35,18.01,22.54,34.23,25.22,43.0,66602.0,765141.0,ACS_2023_5yr
PA-09,87.83,2.27,6.18,0.87,2.84,22.73,20.89,69.61,1.85,7.66,17.66,21.98,33.9,26.46,43.3,68242.0,764854.0,ACS_2023_5yr
PA-10,71.54,9.9,9.92,4.48,4.15,34.14,27.71,48.79,6.42,17.07,19.1,24.69,33.14,23.06,40.2,79951.0,772418.0,ACS_2023_5yr
PA-11,81.9,3.27,9.43,2.02,3.38,29.96,26.14,59.3,3.82,10.73,18.66,24.07,32.22,25.05,40.0,84225.0,768324.0,ACS_2023_5yr
PA-12,73.76,14.7,2.95,3.92,4.66,40.79,33.19,44.91,7.6,14.3,22.16,24.79,29.56,23.49,39.5,70333.0,761238.0,ACS_2023_5yr
PA-13,90.1,2.24,3.76,0.66,3.23,21.65,20.18,72.25,1.48,6.09,17.71,21.57,33.94,26.78,43.5,67649.0,764623.0,ACS_2023_5yr
PA-14,91.25,3.0,1.57,0.74,3.44,26.56,24.99,67.9,1.56,5.54,17.36,20.92,34.19,27.54,45.3,66147.0,760119.0,ACS_2023_5yr
PA-15,91.6,1.92,2.22,1.68,2.59,25.07,22.87,70.07,2.2,4.86,21.45,20.96,32.41,25.18,42.4,63954.0,760232.0,ACS_2023_5yr
PA-16,88.26,4.02,2.78,1.22,3.71,29.41,27.2,63.92,2.21,6.67,18.32,22.06,33.56,26.06,42.8,66474.0,763502.0,ACS_2023_5yr
PA-17,83.19,7.07,2.44,3.13,4.17,44.26,38.48,47.52,5.78,8.22,14.95,25.14,33.41,26.5,43.3,83156.0,757491.0,ACS_2023_5yr
RI-01,64.27,6.1,19.23,3.58,6.82,37.73,30.09,39.84,7.64,22.43,21.09,24.41,32.2,22.29,39.7,82270.0,543443.0,ACS_2023_5yr
RI-02,73.78,4.0,15.04,3.27,3.92,36.89,31.08,47.14,5.81,15.97,20.49,23.99,32.74,22.78,41.1,90763.0,551928.0,ACS_2023_5yr
SC-01,68.27,17.61,8.18,1.71,4.24,42.17,35.01,37.5,7.16,20.32,17.82,24.86,32.2,25.13,40.9,87997.0,748351.0,ACS_2023_5yr
SC-02,60.67,25.87,7.14,2.19,4.13,35.71,24.89,39.97,10.82,24.32,19.44,25.09,33.7,21.78,39.3,72306.0,743300.0,ACS_2023_5yr
SC-03,72.04,16.9,6.0,0.98,4.09,25.78,21.59,53.66,4.19,20.57,20.11,22.61,33.04,24.24,40.7,60987.0,740360.0,ACS_2023_5yr
SC-04,64.78,18.13,10.83,2.51,3.74,35.6,28.58,39.98,7.02,24.42,20.66,25.86,32.13,21.35,38.2,70345.0,748540.0,ACS_2023_5yr
SC-05,64.52,23.58,5.84,1.93,4.14,28.62,20.99,46.72,7.63,24.67,18.07,25.33,34.0,22.59,40.1,67972.0,745996.0,ACS_2023_5yr
SC-06,41.05,47.72,6.39,1.49,3.35,28.69,17.74,26.24,10.95,45.06,25.08,25.04,28.79,21.09,36.7,53986.0,736924.0,ACS_2023_5yr
SC-07,64.03,26.06,5.14,1.04,3.74,23.8,18.97,49.75,4.83,26.46,16.78,20.86,33.67,28.69,45.0,57825.0,749303.0,ACS_2023_5yr
SD-AL,80.26,2.16,4.59,1.39,11.59,31.1,28.03,57.0,3.07,11.9,20.48,25.09,31.15,23.27,37.7,72421.0,899194.0,ACS_2023_5yr
TN-01,89.59,2.15,3.76,0.81,3.69,22.93,21.26,70.22,1.66,6.85,18.09,21.45,34.68,25.78,43.9,58270.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-02,84.3,5.47,4.34,1.83,4.06,33.49,29.56,57.02,3.93,9.49,21.13,23.51,32.41,22.96,40.9,75515.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-03,79.9,9.55,4.78,1.5,4.27,28.67,24.49,56.91,4.18,14.42,18.57,23.83,33.45,24.14,41.5,70918.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-04,67.35,14.39,11.13,3.11,4.02,29.86,21.44,48.42,8.42,21.72,23.2,28.39,31.16,17.25,36.3,73944.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-05,63.62,26.67,4.71,1.32,3.67,27.66,20.91,44.11,6.75,28.24,20.99,25.82,32.14,21.04,38.8,66822.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-06,79.05,9.76,5.48,1.9,3.82,33.26,27.26,53.12,6.0,13.63,22.16,25.91,31.04,20.89,39.6,70374.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-07,74.91,13.22,5.79,1.86,4.23,35.77,28.34,47.77,7.42,16.46,20.14,27.41,32.58,19.88,38.7,87509.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-08,62.83,25.51,5.7,2.62,3.34,33.9,23.67,40.24,10.23,25.86,19.37,25.5,33.27,21.86,39.4,81377.0,767871.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TN-09,58.23,30.64,5.6,2.51,3.02,28.2,18.98,41.03,9.22,30.76,19.73,25.44,34.49,20.34,38.9,77429.0,767872.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-01,63.14,17.65,14.3,1.2,3.7,23.0,17.91,47.35,5.09,29.65,21.23,24.35,31.29,23.13,38.4,65815.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-02,52.66,11.0,25.8,6.49,4.05,40.3,24.2,28.46,16.1,31.24,19.68,29.74,33.62,16.97,36.8,109287.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-03,57.76,10.27,17.23,10.27,4.47,42.19,25.64,33.49,16.55,24.32,19.5,29.34,34.77,16.39,37.6,111092.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-04,60.74,8.84,10.93,14.7,4.78,49.85,28.62,32.72,21.23,17.42,18.1,28.43,34.81,18.67,39.8,118657.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-05,51.4,15.43,26.24,3.36,3.58,26.17,16.62,36.7,9.55,37.13,21.03,28.53,32.12,18.32,36.9,81229.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-06,50.71,11.75,28.21,5.29,4.05,30.33,18.29,33.86,12.04,35.8,22.57,27.74,32.22,17.47,36.6,86787.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-07,31.2,15.02,32.85,17.85,3.09,48.35,23.4,9.11,24.95,42.54,25.23,31.72,28.77,14.28,35.3,94470.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-08,41.98,16.16,31.3,7.13,3.43,32.35,17.17,27.69,15.18,39.96,23.46,28.94,31.57,16.03,35.9,84548.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-09,28.26,9.18,58.63,1.64,2.29,13.93,5.97,23.33,7.96,62.73,23.57,28.14,32.42,15.87,33.7,67285.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-10,62.52,8.94,18.86,5.88,3.8,42.47,30.68,33.12,11.79,24.41,25.22,24.99,30.89,18.9,38.9,91885.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-11,51.09,5.97,35.3,4.06,3.57,31.43,19.6,32.52,11.83,36.05,20.88,30.37,30.8,17.95,36.6,90240.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-12,53.78,8.83,29.8,3.68,3.91,30.99,22.33,34.21,8.66,34.81,22.7,29.82,30.77,16.71,36.2,85786.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-13,61.83,6.63,24.59,2.57,4.38,25.81,19.34,44.87,6.48,29.32,24.74,26.1,29.66,19.51,36.4,69852.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-14,53.55,15.39,21.58,6.03,3.45,31.35,18.59,35.81,12.76,32.84,18.96,28.44,33.92,18.68,38.1,95230.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-15,17.93,1.53,78.32,1.08,1.15,19.03,5.46,14.16,13.57,66.81,25.17,27.17,29.38,18.27,32.5,56978.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-16,13.02,3.04,80.68,1.46,1.81,26.27,5.57,7.56,20.7,66.17,25.45,26.98,29.69,17.87,35.0,63184.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-17,59.04,10.16,21.53,5.14,4.13,33.56,22.36,37.59,11.2,28.85,21.73,28.31,30.9,19.05,37.7,85853.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-18,14.74,43.0,32.17,7.63,2.46,30.88,8.81,6.63,22.08,62.48,24.24,29.64,30.13,15.98,35.7,66031.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-19,53.69,6.42,34.74,1.97,3.17,25.19,18.62,36.63,6.57,38.18,26.91,26.19,28.13,18.77,35.0,68395.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-20,18.4,9.1,66.9,2.93,2.68,21.64,7.24,11.74,14.41,66.62,24.6,29.91,29.15,16.35,34.4,59041.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-21,57.26,3.76,31.89,2.86,4.23,43.6,29.19,30.49,14.41,25.91,23.28,24.46,30.3,21.96,40.1,90792.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-22,45.86,10.2,27.03,13.47,3.44,44.42,21.45,24.18,22.97,31.4,18.48,30.02,34.21,17.29,37.7,116871.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-23,33.42,4.08,56.86,2.92,2.71,34.46,16.64,17.1,17.81,48.45,22.45,29.03,30.93,17.59,35.6,89531.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-24,63.35,6.7,15.88,9.54,4.52,52.75,35.9,28.44,16.85,18.82,18.93,27.78,35.06,18.23,39.4,130106.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-25,50.86,18.52,23.79,2.98,3.85,26.87,17.13,34.8,9.74,38.32,22.49,27.05,31.31,19.15,36.7,74385.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-26,58.91,9.49,18.0,8.93,4.66,44.49,27.98,32.45,16.51,23.06,18.12,30.71,35.26,15.91,38.8,119225.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-27,48.16,6.63,40.49,1.76,2.96,26.84,18.3,31.49,8.54,41.66,19.11,27.46,32.77,20.66,38.5,81616.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-28,8.6,0.41,89.5,0.65,0.84,18.67,2.87,6.74,15.8,74.6,25.36,27.1,30.06,17.47,32.0,55821.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-29,12.82,25.73,55.68,3.66,2.11,17.82,5.4,9.14,12.42,73.04,24.43,31.1,31.15,13.32,32.7,60839.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-30,15.42,44.69,32.36,4.71,2.81,24.17,6.22,11.01,17.96,64.82,22.95,27.92,33.49,15.65,34.8,72521.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-31,56.91,13.11,20.58,3.77,5.63,33.95,22.48,35.96,11.46,30.09,22.14,29.14,29.89,18.83,37.1,89947.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-32,52.37,12.44,21.68,9.5,4.0,38.57,23.79,29.75,14.78,31.67,22.06,27.17,32.49,18.28,38.2,91074.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-33,26.8,14.51,50.25,5.79,2.64,32.49,16.14,12.14,16.35,55.37,26.98,30.95,29.58,12.48,33.1,72834.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-34,21.26,1.82,73.71,1.58,1.63,22.83,8.22,14.26,14.61,62.91,24.51,25.87,29.97,19.65,34.7,63517.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-35,34.55,6.8,53.73,1.72,3.2,24.08,12.07,23.05,12.02,52.86,21.4,28.16,31.72,18.72,36.7,75940.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-36,48.45,17.46,23.85,6.92,3.31,28.29,16.18,34.54,12.12,37.16,20.48,27.03,32.78,19.71,37.9,82786.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-37,47.22,7.97,34.03,6.76,4.03,54.06,34.02,15.66,20.05,30.27,27.77,35.33,25.24,11.66,34.6,89048.0,766987.0,DRA_VAP_NH_2020+ACS_tract_new_lines
TX-38,51.84,9.45,24.36,10.71,3.63,50.2,29.5,21.92,20.7,27.88,18.45,29.67,34.2,17.68,37.7,117741.0,766986.0,DRA_VAP_NH_2020+ACS_tract_new_lines
UT-01,66.07,2.02,20.88,4.79,6.24,36.65,28.85,39.12,7.8,24.23,26.12,30.05,28.43,15.4,34.2,93188.0,817904.0,DRA_VAP_NH_2020+ACS_tract_new_lines
UT-02,81.0,1.05,11.87,1.88,4.19,34.41,30.36,51.6,4.05,13.99,25.9,29.74,28.43,15.92,32.6,98936.0,817904.0,DRA_VAP_NH_2020+ACS_tract_new_lines
UT-03,80.79,0.53,11.54,1.37,5.77,36.35,31.85,50.32,4.5,13.33,30.44,24.1,26.32,19.15,33.2,87075.0,817904.0,DRA_VAP_NH_2020+ACS_tract_new_lines
UT-04,82.64,0.69,9.5,2.64,4.53,40.3,34.5,49.11,5.8,10.59,24.35,32.73,28.66,14.26,31.6,115120.0,817904.0,DRA_VAP_NH_2020+ACS_tract_new_lines
VA-01,70.94,12.71,5.54,5.85,4.96,47.22,36.73,37.22,10.49,15.56,16.57,24.78,33.64,25.02,41.8,103501.0,796108.0,ACS_2023_5yr
VA-02,59.2,22.02,7.79,5.22,5.77,38.07,26.07,36.4,12.0,25.53,19.05,27.41,32.83,20.71,38.7,91821.0,785995.0,ACS_2023_5yr
VA-03,39.45,42.85,8.51,2.89,6.3,29.03,15.02,28.27,14.01,42.7,26.28,27.1,28.55,18.07,34.5,66051.0,776669.0,ACS_2023_5yr
VA-04,41.72,41.51,10.08,2.05,4.65,31.73,19.21,26.78,12.52,41.48,22.98,26.51,30.94,19.57,37.2,68552.0,790076.0,ACS_2023_5yr
VA-05,69.1,20.3,4.44,1.96,4.2,33.47,27.57,44.19,5.9,22.34,21.22,21.77,31.84,25.17,41.5,70085.0,792934.0,ACS_2023_5yr
VA-06,78.24,8.06,8.2,1.63,3.88,27.86,24.18,57.56,3.68,14.58,20.2,22.91,32.2,24.69,40.8,70243.0,786774.0,ACS_2023_5yr
VA-07,50.98,19.93,17.51,5.05,6.53,37.35,21.75,33.14,15.6,29.51,20.43,27.84,34.48,17.25,36.8,110546.0,797241.0,ACS_2023_5yr
VA-08,50.08,12.79,20.01,11.56,5.56,65.42,43.09,10.29,22.34,24.29,20.29,31.26,31.3,17.14,37.4,127899.0,775740.0,ACS_2023_5yr
VA-09,87.22,5.67,3.07,1.54,2.51,23.73,21.24,68.09,2.49,8.18,19.73,20.47,33.24,26.56,44.0,56863.0,783052.0,ACS_2023_5yr
VA-10,52.98,8.47,18.4,15.04,5.1,55.13,33.71,22.46,21.42,22.42,18.02,29.61,36.47,15.91,38.0,157857.0,791262.0,ACS_2023_5yr
VA-11,49.02,8.49,14.57,22.24,5.68,67.56,38.87,12.93,28.69,19.51,19.76,27.43,34.51,18.3,38.8,158319.0,781648.0,ACS_2023_5yr
VT-AL,90.57,1.16,2.49,1.63,4.16,42.63,39.23,53.09,3.4,4.28,19.55,22.06,32.98,25.4,43.0,78024.0,645254.0,ACS_2023_5yr
WA-01,59.73,2.44,10.31,20.27,7.26,51.76,29.91,33.33,21.85,14.91,18.56,32.81,31.82,16.82,37.4,131931.0,773262.0,ACS_2023_5yr
WA-02,69.61,2.7,12.35,7.08,8.26,35.7,28.29,46.45,7.41,17.85,19.97,25.24,30.51,24.28,40.3,87205.0,775731.0,ACS_2023_5yr
WA-03,75.97,1.56,11.44,3.5,7.53,28.25,23.11,57.35,5.14,14.4,17.96,25.66,33.14,23.24,40.2,87219.0,779567.0,ACS_2023_5yr
WA-04,51.05,1.14,40.45,1.53,5.83,23.78,18.24,41.82,5.53,34.4,21.68,26.89,30.5,20.92,34.8,74394.0,775997.0,ACS_2023_5yr
WA-05,79.83,1.67,8.68,2.27,7.56,31.0,26.91,57.03,4.09,11.97,21.87,24.96,30.32,22.85,38.5,71545.0,780504.0,ACS_2023_5yr
WA-06,73.49,3.24,9.1,3.94,10.23,34.13,27.89,49.98,6.24,15.88,17.83,24.53,31.05,26.59,42.3,86798.0,776086.0,ACS_2023_5yr
WA-07,63.2,4.89,9.14,14.63,8.14,65.7,45.76,20.73,19.94,13.57,24.9,32.51,26.68,15.91,36.2,122671.0,768537.0,ACS_2023_5yr
WA-08,68.89,1.78,11.13,10.2,8.01,41.06,29.14,44.31,11.91,14.64,16.14,29.01,35.3,19.55,39.3,122907.0,773534.0,ACS_2023_5yr
WA-09,40.27,12.07,14.85,22.7,10.12,41.55,21.9,23.87,19.65,34.59,20.52,29.87,31.77,17.83,37.3,97895.0,765852.0,ACS_2023_5yr
WA-10,60.28,6.83,13.3,7.34,12.25,31.33,22.28,43.86,9.06,24.81,21.87,28.61,29.96,19.56,36.6,91727.0,771914.0,ACS_2023_5yr
WI-01,74.95,5.89,12.89,1.9,4.36,30.61,26.32,54.21,4.29,15.18,19.1,24.18,34.55,22.17,40.3,77277.0,732332.0,ACS_2023_5yr
WI-02,79.8,4.06,7.04,4.66,4.44,47.55,40.69,43.46,6.86,8.99,24.35,25.77,29.91,19.97,37.2,85679.0,740255.0,ACS_2023_5yr
WI-03,89.57,1.14,3.5,2.29,3.5,27.85,25.88,66.16,1.96,5.99,22.83,22.17,31.3,23.7,39.4,70206.0,736688.0,ACS_2023_5yr
WI-04,40.97,31.73,18.18,4.7,4.42,33.22,24.01,24.9,9.21,41.88,25.22,28.22,29.02,17.54,33.8,57999.0,727084.0,ACS_2023_5yr
WI-05,86.16,1.61,6.13,2.87,3.22,40.2,35.76,53.24,4.43,6.57,16.4,23.4,35.61,24.59,43.0,94471.0,740019.0,ACS_2023_5yr
WI-06,86.73,1.9,5.56,2.6,3.2,28.4,26.28,63.82,2.12,7.78,18.2,22.9,34.18,24.73,42.2,74283.0,736607.0,ACS_2023_5yr
WI-07,90.08,0.66,2.71,1.52,5.03,25.57,23.95,68.61,1.62,5.83,15.16,21.5,35.77,27.58,45.0,71725.0,740211.0,ACS_2023_5yr
WI-08,84.42,1.51,6.33,2.35,5.4,28.99,26.3,62.14,2.69,8.86,17.98,24.19,34.44,23.39,40.8,77266.0,738827.0,ACS_2023_5yr
WV-01,91.07,3.49,1.27,0.61,3.55,21.38,19.48,72.95,1.9,5.66,17.07,22.06,33.45,27.42,43.7,52742.0,885040.0,ACS_2023_5yr
WV-02,89.34,2.93,2.76,0.88,4.09,25.19,22.97,67.99,2.22,6.82,19.68,22.95,32.97,24.4,41.6,63113.0,899422.0,ACS_2023_5yr
WY-AL,82.13,0.81,10.45,0.8,5.8,29.92,26.83,58.35,3.09,11.73,19.61,25.84,31.23,23.32,38.8,74815.0,579761.0,ACS_2023_5yr
